service_id,date,exception_type
2431-3-1300022026-MID6#JAX6,20260204,2
2431-3-1300122025-MID6#JAX6,20251216,2
2431-4-1430032026-JAX6#MID6,20260325,2
2431-4-1530012026-JAX6#MID6,20260108,2
2431-4-1530012026-JAX6#MID6,20260115,2
2431-4-1530012026-JAX6#MID6,20260122,2
2431-4-1530012026-JAX6#MID6,20260129,2
2431-4-1530022026-JAX6#MID6,20260203,2
2431-4-1530022026-JAX6#MID6,20260205,2
2431-4-1530122025-JAX6#MID6,20251217,2
2434-1-1100022026-ORL6#ATD6,20260202,2
2434-1-1100022026-ORL6#ATD6,20260203,2
2434-1-1100022026-ORL6#ATD6,20260204,2
2434-2-1200012026-ATD6#ORL6,20260108,2
2434-2-1200012026-ATD6#ORL6,20260115,2
2434-2-1200012026-ATD6#ORL6,20260122,2
2434-2-1200012026-ATD6#ORL6,20260129,2
2434-2-1200022026-ATD6#ORL6,20260203,2
2434-2-1200022026-ATD6#ORL6,20260204,2
2434-2-1200022026-ATD6#ORL6,20260205,2
2470-1-1415122025-ATD6#DCD6,20251215,2
2470-1-1415122025-ATD6#DCD6,20251216,2
2470-1-1415122025-ATD6#DCD6,20251217,2
2470-2-1415012026-DCD6#ATD6,20260108,2
2470-2-1415012026-DCD6#ATD6,20260115,2
2470-2-1415012026-DCD6#ATD6,20260122,2
2470-2-1415012026-DCD6#ATD6,20260129,2
2470-2-1415122025-DCD6#ATD6,20251216,2
2470-2-1415122025-DCD6#ATD6,20251217,2
2470-2-1415122025-DCD6#ATD6,20251218,2
2510-1-1545012026-CHD6#MEM6,20260103,2
2510-2-1700012026-MEM6#CHD6,20260108,2
2511-2-1400052026-MKE6#5CO,20260506,2
2511-2-1400052026-MKE6#5CO,20260513,2
2511-2-1500122025-MKE6#5CO,20251217,2
2511-7-1345052026-5CO#MKE6,20260505,2
2511-7-1345052026-5CO#MKE6,20260512,2
2511-7-1445122025-5CO#MKE6,20251216,2
2512-3-0000012026-CHD6#ATD6,20260108,2
2512-3-0000012026-CHD6#ATD6,20260109,2
2512-3-0000012026-CHD6#ATD6,20260115,2
2512-3-0000012026-CHD6#ATD6,20260116,2
2512-3-0000012026-CHD6#ATD6,20260122,2
2512-3-0000012026-CHD6#ATD6,20260123,2
2512-3-0000012026-CHD6#ATD6,20260129,2
2512-3-0000012026-CHD6#ATD6,20260130,2
2514-1-1145052026-MADI#5UC,20260506,2
2514-1-1145052026-MADI#5UC,20260513,2
2514-1-1145052026-MADI#5UC,20260520,2
2514-1-1245012026-MADI#5UC,20260114,2
2514-1-1245012026-MADI#5UC,20260115,2
2514-1-1245012026-MADI#5UC,20260121,2
2514-1-1245012026-MADI#5UC,20260122,2
2514-1-1245012026-MADI#5UC,20260128,2
2514-1-1245012026-MADI#5UC,20260129,2
2514-2-1100052026-5UC#MADI,20260505,2
2514-2-1100052026-5UC#MADI,20260512,2
2514-2-1100052026-5UC#MADI,20260519,2
2514-2-1200012026-5UC#MADI,20260113,2
2514-2-1200012026-5UC#MADI,20260114,2
2514-2-1200012026-5UC#MADI,20260120,2
2514-2-1200012026-5UC#MADI,20260121,2
2514-2-1200012026-5UC#MADI,20260127,2
2514-2-1200012026-5UC#MADI,20260128,2
2515-1-1300052026-CHD6#BMNN,20260512,2
2515-1-1300052026-CHD6#BMNN,20260519,2
2515-1-1300052026-CHD6#BMNN,20260526,2
2515-1-1400012026-CHD6#BMNN,20260120,2
2515-1-1400012026-CHD6#BMNN,20260127,2
2515-2-1915052026-BMNN#CHD6,20260512,2
2515-2-1915052026-BMNN#CHD6,20260519,2
2515-2-1915052026-BMNN#CHD6,20260526,2
2515-2-2015012026-BMNN#CHD6,20260120,2
2515-2-2015012026-BMNN#CHD6,20260127,2
2515-3-1400052026-CHD6#7IO,20260514,2
2515-3-1400052026-CHD6#7IO,20260521,2
2515-3-1400052026-CHD6#7IO,20260528,2
2515-3-1500012026-CHD6#7IO,20260108,2
2515-3-1500012026-CHD6#7IO,20260115,2
2515-3-1500012026-CHD6#7IO,20260122,2
2515-3-1500012026-CHD6#7IO,20260129,2
2515-3-1500122025-CHD6#7IO,20251216,2
2515-3-1500122025-CHD6#7IO,20251217,2
2515-3-1500122025-CHD6#7IO,20251218,2
2515-3-1500122025-CHD6#7IO,20251219,2
2515-3-1500122025-CHD6#7IO,20251220,2
2515-3-1500122025-CHD6#7IO,20251221,2
2515-4-1905052026-7IO#CHD6,20260514,2
2515-4-1905052026-7IO#CHD6,20260521,2
2515-4-1905052026-7IO#CHD6,20260528,2
2515-4-2005012026-7IO#CHD6,20260108,2
2515-4-2005012026-7IO#CHD6,20260115,2
2515-4-2005012026-7IO#CHD6,20260122,2
